Half Inning,Inning,Outs,Balls,Strikes,Count,Batter_Team,Pitcher_Team,Date,Home Team,Away Team,Pitcher_R_Allowed,Pitcher_ER_Allowed,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Bottom 1,1,0,1,2,'1-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yordan Manduley,Mizuki Akatsuka,R,R,,Ball,,,000,,,
Bottom 1,1,0,2,2,'2-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yordan Manduley,Mizuki Akatsuka,R,R,,Groundout,,,000,,,
Bottom 1,1,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yosvani Penalver,Mizuki Akatsuka,L,R,Fastball,Flyout,Fly Ball,Pull,000,,,
Bottom 1,1,2,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yunior Ibarra,Mizuki Akatsuka,R,R,,Ball,,,000,,,
Bottom 1,1,2,1,0,'1-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yunior Ibarra,Mizuki Akatsuka,R,R,,Ball,,,000,,,
Bottom 1,1,2,2,0,'2-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,1,1,Yunior Ibarra,Mizuki Akatsuka,R,R,Fastball,Home Run,Fly Ball,Pull,000,,,
Bottom 1,1,2,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,,Swinging Strike,,,000,,,
Bottom 1,1,2,0,1,'0-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,,Called Strike,,,000,,,
Bottom 1,1,2,0,2,'0-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,,Ball,,,000,,,
Bottom 1,1,2,1,2,'1-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,,Ball,,,000,,,
Bottom 1,1,2,2,2,'2-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,,Foul,,,000,,,
Bottom 1,1,2,2,2,'2-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,,Strikeout Swinging,,,000,,,
Top 2,2,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Trent Sillett,Andy Vargas,R,R,Fastball,Swinging Strike,,,000,,,
Top 2,2,0,0,1,'0-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Trent Sillett,Andy Vargas,R,R,Offspeed,Ball,,,000,,,
Top 2,2,0,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Trent Sillett,Andy Vargas,R,R,,Hit By Pitch,,,000,,,
Top 2,2,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Marcus,Andy Vargas,R,R,Offspeed,Single,Fly Ball,Pull,100,,,
Top 2,2,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Fastball,Ball,,,110,,,
Top 2,2,0,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Fastball,Ball,,,110,,,
Top 2,2,0,2,0,'2-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Offspeed,Ball,,,110,,,
Top 2,2,0,3,0,'3-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Fastball,Walk,,,110,,,
Top 2,2,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Offspeed,Swinging Strike,,,111,,,
Top 2,2,0,0,1,'0-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Ball,,,111,,,
Top 2,2,0,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Ball,,,111,,,
Top 2,2,0,2,1,'2-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Swinging Strike,,,111,,,
Top 2,2,0,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Foul,,,111,,,
Top 2,2,0,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Offspeed,Ball,,,111,,,
Top 2,2,0,3,2,'3-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,1,1,Owen Constantineau,Andy Vargas,L,R,Offspeed,Walk,,,111,,,
Top 2,2,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Offspeed,Ball,,,111,,,
Top 2,2,0,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Fastball,Ball,,,111,,,
Top 2,2,0,2,0,'2-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,,Swinging Strike,,,111,,,
Top 2,2,0,2,1,'2-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Fastball,Called Strike,,,111,,,
Top 2,2,0,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Fastball,Ball,,,111,,,
Top 2,2,0,3,2,'3-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Offspeed,Strikeout Swinging,,,111,,,
Top 2,2,1,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Fastball,Ball,,,111,,,
Top 2,2,1,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Fastball,Swinging Strike,,,111,,,
Top 2,2,1,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,1,1,Yushin Ohta,Andy Vargas,L,R,,Groundout,Ground Ball,Pull,111,,,
Top 2,2,2,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Robert Mackie,Andy Vargas,R,R,Fastball,Swinging Strike,,,011,,,
Top 2,2,2,0,1,'0-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Robert Mackie,Andy Vargas,R,R,Fastball,Foul,,,011,,,
Top 2,2,2,0,2,'0-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Robert Mackie,Andy Vargas,R,R,Offspeed,Ball,,,011,,,
Top 2,2,2,1,2,'1-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,1,1,Robert Mackie,Andy Vargas,R,R,Offspeed,Ball,,,011,,,
Top 2,2,2,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Robert Mackie,Andy Vargas,R,R,Fastball,Strikeout Looking,,,010,,,
Bottom 2,2,0,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,Offspeed,Ball,,,000,,,
Bottom 2,2,0,1,0,'1-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,,Ball,,,000,,,
Bottom 2,2,0,2,0,'2-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,,Foul,,,000,,,
Bottom 2,2,0,2,1,'2-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,Fastball,Ball,,,000,,,
Bottom 2,2,0,3,1,'3-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,Fastball,Called Strike,,,000,,,
Bottom 2,2,0,3,2,'3-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,,Foul,,,000,,,
Bottom 2,2,0,3,2,'3-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,,Foul,,,000,,,
Bottom 2,2,0,3,2,'3-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,AJ Karosas,Mizuki Akatsuka,L,R,,Popout,Pop Up,,000,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nick Parsons,Mizuki Akatsuka,R,R,Fastball,Foul,,,000,,,
Bottom 2,2,1,0,1,'0-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nick Parsons,Mizuki Akatsuka,R,R,Fastball,Called Strike,,,000,,,
Bottom 2,2,1,0,2,'0-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nick Parsons,Mizuki Akatsuka,R,R,Offspeed,Groundout,Ground Ball,Pull,000,,,
Bottom 2,2,2,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Jamie Cabral,Mizuki Akatsuka,R,R,Offspeed,Ball,,,000,,,
Bottom 2,2,2,1,0,'1-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Jamie Cabral,Mizuki Akatsuka,R,R,Fastball,Called Strike,,,000,,,
Bottom 2,2,2,1,1,'1-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Jamie Cabral,Mizuki Akatsuka,R,R,,Foul,,,000,,,
Bottom 2,2,2,1,2,'1-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Jamie Cabral,Mizuki Akatsuka,R,R,Fastball,Ball,,,000,,,
Bottom 2,2,2,2,2,'2-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Jamie Cabral,Mizuki Akatsuka,R,R,Offspeed,Groundout,Ground Ball,Straightaway,000,,,
Top 3,3,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Morin,Andy Vargas,L,R,Fastball,Ball,,,000,,,
Top 3,3,0,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Morin,Andy Vargas,L,R,Fastball,Foul,,,000,,,
Top 3,3,0,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Morin,Andy Vargas,L,R,Fastball,Single,Ground Ball,Opposite Field,000,,,
Top 3,3,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Jalen Butcher,Andy Vargas,R,R,Fastball,Hit By Pitch,,,100,,,
Top 3,3,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Trent Sillett,Andy Vargas,R,R,Fastball,Ball,,,110,,,
Top 3,3,0,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Trent Sillett,Andy Vargas,R,R,Offspeed,Sacrifice Bunt,Ground Ball,Pull,110,,,
Top 3,3,1,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Marcus,Andy Vargas,R,R,Fastball,Ball,,,011,,,
Top 3,3,1,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Marcus,Andy Vargas,R,R,Fastball,Swinging Strike,,,011,,,
Top 3,3,1,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Marcus,Andy Vargas,R,R,,Ball,,,011,,,
Top 3,3,1,2,1,'2-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Marcus,Andy Vargas,R,R,Offspeed,Swinging Strike,,,011,,,
Top 3,3,1,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Spencer Marcus,Andy Vargas,R,R,Offspeed,Strikeout Looking,,,011,,,
Top 3,3,2,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Offspeed,Swinging Strike,,,011,,,
Top 3,3,2,0,1,'0-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Fastball,Ball,,,011,,,
Top 3,3,2,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Fastball,Swinging Strike,,,011,,,
Top 3,3,2,1,2,'1-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Offspeed,Ball,,,011,,,
Top 3,3,2,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Anthony Polowick,Andy Vargas,L,R,Offspeed,Strikeout Swinging,,,011,,,
Bottom 3,3,0,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nicolas KyRose,Mizuki Akatsuka,R,R,Fastball,Single,Fly Ball,Pull,000,,,
Bottom 3,3,0,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Charlie Towers,Mizuki Akatsuka,L,R,,Flyout,Fly Ball,Opposite Field,100,,,
Bottom 3,3,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yordan Manduley,Mizuki Akatsuka,R,R,Fastball,Ball,,,100,,,
Bottom 3,3,1,1,0,'1-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yordan Manduley,Mizuki Akatsuka,R,R,Fastball,Groundout,Ground Ball,Straightaway,100,,,
Bottom 3,3,2,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yosvani Penalver,Mizuki Akatsuka,L,R,Fastball,Called Strike,,,100,,,
Bottom 3,3,2,0,1,'0-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yosvani Penalver,Mizuki Akatsuka,L,R,Offspeed,Flyout,Fly Ball,Straightaway,100,,,
Top 4,4,0,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Ball,,,000,,,
Top 4,4,0,1,0,'1-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Foul,,,000,,,
Top 4,4,0,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Offspeed,Swinging Strike,,,000,,,
Top 4,4,0,1,2,'1-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Owen Constantineau,Andy Vargas,L,R,Fastball,Strikeout Looking,,,000,,,
Top 4,4,1,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Fastball,Called Strike,,,000,,,
Top 4,4,1,0,1,'0-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Fastball,Ball,,,000,,,
Top 4,4,1,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Offspeed,Called Strike,,,000,,,
Top 4,4,1,1,2,'1-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Sadler Goodwin,Andy Vargas,R,R,Offspeed,Strikeout Swinging,,,000,,,
Top 4,4,2,0,0,'0-0,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Fastball,Called Strike,,,000,,,
Top 4,4,2,0,1,'0-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Fastball,Ball,,,000,,,
Top 4,4,2,1,1,'1-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Offspeed,Ball,,,000,,,
Top 4,4,2,2,1,'2-1,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Fastball,Foul,,,000,,,
Top 4,4,2,2,2,'2-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Offspeed,Ball,,,000,,,
Top 4,4,2,3,2,'3-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Offspeed,Foul,,,000,,,
Top 4,4,2,3,2,'3-2,Chatham-Kent Brainstormers,Kitchener Panthers,"May 18, 2025",,,,,Yushin Ohta,Andy Vargas,L,R,Fastball,Strikeout Swinging,,,000,,,
Bottom 4,4,0,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Yunior Ibarra,Mizuki Akatsuka,R,R,Offspeed,Single,Fly Ball,Straightaway,000,,,
Bottom 4,4,0,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,Fastball,Called Strike,,,100,,,
Bottom 4,4,0,0,1,'0-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,Offspeed,Foul,,,100,,,
Bottom 4,4,0,0,2,'0-2,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Arthur Kowara,Mizuki Akatsuka,R,R,Fastball,Strikeout Swinging,,,100,,,
Bottom 4,4,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,2,2,AJ Karosas,Mizuki Akatsuka,L,R,Fastball,Home Run,Fly Ball,Pull,100,,,
Bottom 4,4,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nick Parsons,Mizuki Akatsuka,R,R,Offspeed,Foul,,,000,,,
Bottom 4,4,1,0,1,'0-1,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nick Parsons,Mizuki Akatsuka,R,R,Fastball,Error,Ground Ball,Pull,000,,,
Bottom 4,4,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Jamie Cabral,Mizuki Akatsuka,R,R,Fastball,Single,Line Drive,Pull,010,,,
Bottom 4,4,1,0,0,'0-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nicolas KyRose,Mizuki Akatsuka,R,R,Offspeed,Ball,,,101,,,
Bottom 4,4,1,1,0,'1-0,Kitchener Panthers,Chatham-Kent Brainstormers,"May 18, 2025",,,,,Nicolas KyRose,Mizuki Akatsuka,R,R,Fastball,Ball,,,101,,,
