Half Inning,Inning,Outs,Balls,Strikes,Count,Batter_Team,Pitcher_Team,Date,Home Team,Away Team,,Batter,Pitcher,Batter_Side,Pitcher_Side,Pitch_Type,Outcome,Quality of Contact,Spray Chart,Runners,Pitch_Location_X,Pitch_Location_Y,REMEMBER TO INSERT THE X AND Y POINTS AFTER EVERY HALF INNING! DON'T MISCLICK PLOTS
Bottom 1,1,0,2,2,'2-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,R,R,,Groundout,Ground Ball,Pull,101,,,
Bottom 1,1,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Swinging Strike,,,101,,,
Bottom 1,1,1,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Double Play,Fly Ball,Opposite Field,101,,,
Top 2,2,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Swinging Strike,,,000,,,
Top 2,2,0,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Foul,,,000,,,
Top 2,2,0,0,2,'0-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Ball,,,000,,,
Top 2,2,0,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Foul,,,000,,,
Top 2,2,0,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Ball,,,000,,,
Top 2,2,0,2,2,'2-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Ball,,,000,,,
Top 2,2,0,3,2,'3-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Popout,Pop Up,Straightaway,000,,,
Top 2,2,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Ball,,,000,,,
Top 2,2,1,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Called Strike,,,000,,,
Top 2,2,1,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Ball,,,000,,,
Top 2,2,1,2,1,'2-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Ball,,,000,,,
Top 2,2,1,3,1,'3-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Called Strike,,,000,,,
Top 2,2,1,3,2,'3-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Foul,,,000,,,
Top 2,2,1,3,2,'3-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Walk,,,000,,,
Top 2,2,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Adrian Harrison,Evan Elliot,R,R,,Ball,,,100,,,
Top 2,2,1,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Adrian Harrison,Evan Elliot,R,R,,Flyout,Fly Ball,Straightaway,100,,,
Top 2,2,2,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven,Evan Elliot,L,R,,Ball,,,100,,,
Top 2,2,2,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven,Evan Elliot,L,R,,Single,,Straightaway,100,,,
Top 2,2,2,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Swinging Strike,,,110,,,
Top 2,2,2,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Called Strike,,,110,,,
Top 2,2,2,0,2,'0-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Ball,,,110,,,
Top 2,2,2,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Strikeout Looking,,,110,,,
Bottom 2,2,0,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Called Strike,,,000,,,
Bottom 2,2,0,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Ball,,,000,,,
Bottom 2,2,0,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Foul,,,000,,,
Bottom 2,2,0,1,2,'1-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Foul,,,000,,,
Bottom 2,2,0,1,2,'1-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Popout,Pop Up,Straightaway,000,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Jamie Cabral,Jose Arias,R,R,,Ball,,,000,,,
Bottom 2,2,1,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Jamie Cabral,Jose Arias,R,R,,Error,Ground Ball,Pull,000,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Ball,,,100,,,
Bottom 2,2,1,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Double,Line Drive,Straightaway,100,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Charlie Towers,Jose Arias,L,R,,Double,Line Drive,Straightaway,010,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yordan Manduley,Jose Arias,R,R,,Called Strike,,,010,,,
Bottom 2,2,1,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yordan Manduley,Jose Arias,R,R,,Single,Line Drive,Straightaway,010,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yosvani Penalver,Jose Arias,L,R,,Swinging Strike,,,101,,,
Bottom 2,2,1,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yosvani Penalver,Jose Arias,L,R,,Single,Line Drive,Straightaway,011,,,
Bottom 2,2,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yunior Ibarra,Jose Arias,R,R,,Called Strike,,,101,,,
Bottom 2,2,1,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yunior Ibarra,Jose Arias,R,R,,Foul,,,101,,,
Bottom 2,2,1,0,2,'0-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yunior Ibarra,Jose Arias,R,R,,Strikeout Swinging,,,101,,,
Bottom 2,2,2,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Called Strike,,,101,,,
Bottom 2,2,2,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Ball,,,101,,,
Bottom 2,2,2,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Ball,,,101,,,
Bottom 2,2,2,2,1,'2-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Ball,,,010,,,
Bottom 2,2,2,3,1,'3-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Walk,,,010,,,
Bottom 2,2,2,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Ball,,,110,,,
Bottom 2,2,2,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Popout,Pop Up,Opposite Field,110,,,
Top 3,3,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Ball,,,000,,,
Top 3,3,0,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Called Strike,,,000,,,
Top 3,3,0,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Called Strike,,,000,,,
Top 3,3,0,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Foul,,,000,,,
Top 3,3,0,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Ball,,,000,,,
Top 3,3,0,2,2,'2-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Ball,,,000,,,
Top 3,3,0,3,2,'3-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Walk,,,000,,,
Top 3,3,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Francisco Fajardo,Evan Elliot,L,R,,Ball,,,100,,,
Top 3,3,0,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Francisco Fajardo,Evan Elliot,L,R,,Flyout,Fly Ball,Opposite Field,100,,,
Top 3,3,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Kaiden Cardoso,Evan Elliot,L,R,,Ball,,,100,,,
Top 3,3,1,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Kaiden Cardoso,Evan Elliot,L,R,,Single,Line Drive,Straightaway,100,,,
Top 3,3,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Ball,,,110,,,
Top 3,3,1,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Swinging Strike,,,101,,,
Top 3,3,1,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Foul,,,101,,,
Top 3,3,1,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Ball,,,101,,,
Top 3,3,1,2,2,'2-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,,,,,,Caught Stealing,,,101,,,
Top 3,3,2,2,2,'2-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Popout,Pop Up,Opposite Field,001,,,
Bottom 3,3,0,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Flyout,Fly Ball,Straightaway,000,,,
Bottom 3,3,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Jamie Cabral,Jose Arias,R,R,,Called Strike,,,000,,,
Bottom 3,3,1,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Jamie Cabral,Jose Arias,R,R,,Swinging Strike,,,000,,,
Bottom 3,3,1,0,2,'0-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Jamie Cabral,Jose Arias,R,R,,Ball,,,000,,,
Bottom 3,3,1,1,2,'1-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Jamie Cabral,Jose Arias,R,R,,Popout,Pop Up,Pull,000,,,
Bottom 3,3,2,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Ball,,,000,,,
Bottom 3,3,2,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Foul,,,000,,,
Bottom 3,3,2,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Foul,,,000,,,
Bottom 3,3,2,1,2,'1-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Ball,,,000,,,
Bottom 3,3,2,2,2,'2-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Foul,,,000,,,
Bottom 3,3,2,2,2,'2-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Ball,,,000,,,
Bottom 3,3,2,3,2,'3-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Foul,,,000,,,
Bottom 3,3,2,3,2,'3-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Trent Lawson,Jose Arias,R,R,,Strikeout Looking,,,000,,,
Top 4,4,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Foul,,,000,,,
Top 4,4,0,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Foul,,,000,,,
Top 4,4,0,0,2,'0-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Ball,,,000,,,
Top 4,4,0,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Strikeout Swinging,,,000,,,
Top 4,4,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Ball,,,000,,,
Top 4,4,1,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Foul,,,000,,,
Top 4,4,1,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Ball,,,000,,,
Top 4,4,1,2,1,'2-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher,Evan Elliot,L,R,,Groundout,Ground Ball,Straightaway,000,,,
Top 4,4,2,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Adrian Harrison,Evan Elliot,R,R,,Home Run,Fly Ball,Pull,000,,,
Top 4,4,2,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven,Evan Elliot,L,R,,Ball,,,000,,,
Top 4,4,2,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven,Evan Elliot,L,R,,Single,Ground Ball,Straightaway,000,,,
Top 4,4,2,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Ball,,,100,,,
Top 4,4,2,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Called Strike,,,100,,,
Top 4,4,2,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Ball,,,100,,,
Top 4,4,2,2,1,'2-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ken Sugi,Evan Elliot,L,R,,Groundout,Ground Ball,Straightaway,100,,,
Bottom 4,4,0,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Charlie Towers,Jose Arias,L,R,,Ball,,,000,,,
Bottom 4,4,0,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Charlie Towers,Jose Arias,L,R,,Called Strike,,,000,,,
Bottom 4,4,0,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Charlie Towers,Jose Arias,L,R,,Popout,Pop Up,Straightaway,000,,,
Bottom 4,4,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yordan Manduley,Jose Arias,R,R,,Called Strike,,,000,,,
Bottom 4,4,1,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yordan Manduley,Jose Arias,R,R,,Ball,,,000,,,
Bottom 4,4,1,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yordan Manduley,Jose Arias,R,R,,Lineout,Line Drive,Opposite Field,000,,,
Bottom 4,4,2,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yosvani Penalver,Jose Arias,L,R,,Called Strike,,,000,,,
Bottom 4,4,2,0,1,'0-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yosvani Penalver,Jose Arias,L,R,,Groundout,Ground Ball,Opposite Field,000,,,
Top 5,5,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Ball,,,000,,,
Top 5,5,0,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Toby Simmons,Evan Elliot,L,R,,Single,Ground Ball,Straightaway,000,,,
Top 5,5,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Francisco Fajardo,Evan Elliot,L,R,,Sacrifice Bunt,Ground Ball,Straightaway,100,,,
Top 5,5,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Kaiden Cardoso,Evan Elliot,L,R,,Ball,,,010,,,
Top 5,5,1,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Kaiden Cardoso,Evan Elliot,L,R,,Ball,,,010,,,
Top 5,5,1,2,0,'2-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Kaiden Cardoso,Evan Elliot,L,R,,Single,Ground Ball,Pull,010,,,
Top 5,5,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Foul,,,010,,,
Top 5,5,1,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Swinging Strike,,,010,,,
Top 5,5,1,0,2,'0-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Eduardo De Oleo,Evan Elliot,R,R,,Strikeout Looking,,,010,,,
Top 5,5,2,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Foul,,,010,,,
Top 5,5,2,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Ball,,,010,,,
Top 5,5,2,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Called Strike,,,010,,,
Top 5,5,2,1,2,'1-2,London Majors,Kitchener Panthers,"May 25, 2025",,,,Byron Reichstein,Evan Elliot,L,R,,Strikeout Swinging,,,010,,,
Bottom 5,5,0,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yunior Ibarra,Jose Arias,R,R,,Ball,,,000,,,
Bottom 5,5,0,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yunior Ibarra,Jose Arias,R,R,,Foul,,,000,,,
Bottom 5,5,0,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Yunior Ibarra,Jose Arias,R,R,,Groundout,Ground Ball,Straightaway,000,,,
Bottom 5,5,1,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Ball,,,000,,,
Bottom 5,5,1,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Swinging Strike,,,000,,,
Bottom 5,5,1,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,AJ Karosas,Jose Arias,L,R,,Flyout,Fly Ball,Opposite Field,000,,,
Bottom 5,5,2,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Ball,,,000,,,
Bottom 5,5,2,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Ball,,,000,,,
Bottom 5,5,2,2,0,'2-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Arthur Kowara,Jose Arias,R,R,,Error,Ground Ball,Pull,000,,,
Bottom 5,5,2,0,0,'0-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Ball,,,010,,,
Bottom 5,5,2,1,0,'1-0,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Swinging Strike,,,010,,,
Bottom 5,5,2,1,1,'1-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Ball,,,010,,,
Bottom 5,5,2,2,1,'2-1,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Foul,,,010,,,
Bottom 5,5,2,2,2,'2-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Ball,,,010,,,
Bottom 5,5,2,3,2,'3-2,Kitchener Panthers,London Majors,"May 25, 2025",,,,Nick Parsons,Jose Arias,R,R,,Flyout,Fly Ball,Straightaway,010,,,
Top 6,6,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher, Yadian Martinez,L,R,,Ball,,,000,,,
Top 6,6,0,1,0,'1-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Ty Mosher, Yadian Martinez,L,R,,Home Run,Fly Ball,Opposite Field,000,,,
Top 6,6,0,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Adrian Harrison, Yadian Martinez,R,R,,Called Strike,,,000,,,
Top 6,6,0,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Adrian Harrison, Yadian Martinez,R,R,,Groundout,Ground Ball,Straightaway,000,,,
Top 6,6,1,0,0,'0-0,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven, Yadian Martinez,L,R,,Swinging Strike,,,000,,,
Top 6,6,1,0,1,'0-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven, Yadian Martinez,L,R,,Ball,,,000,,,
Top 6,6,1,1,1,'1-1,London Majors,Kitchener Panthers,"May 25, 2025",,,,Brad Verhoeven, Yadian Martinez,L,R,,Ball,,,000,,,
